Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Season
JD Ryder (NZ),3,2,1,82,52,82.00,65,126.15,0,1,0,8,2,2011/12
JD Ryder (NZ),3,3,0,6,6,2.00,11,54.54,0,0,2,1,0,2010/11
JD Ryder (NZ),5,5,0,93,42,18.60,85,109.41,0,0,0,8,4,2010
JD Ryder (NZ),3,3,0,96,52,32.00,63,152.38,0,1,0,8,5,2009
JD Ryder (NZ),4,4,0,101,62,25.25,77,131.16,0,1,0,11,5,2008/09
JD Ryder (NZ),2,2,0,34,22,17.00,34,100.00,0,0,0,6,0,2007/08
JD Newton (CRT),4,4,0,32,26,8.00,51,62.74,0,0,2,2,1,2022
JD Nel (SCOT),4,3,1,16,9,8.00,13,123.07,0,0,1,1,1,2009/10
JD Nel (SCOT),4,1,0,5,5,5.00,5,100.00,0,0,0,0,0,2008
JD Nel (SCOT),2,1,1,13,13*,-,7,185.71,0,0,0,2,0,2007/08
JD Inglis (Chile),1,-,-,-,-,-,-,-,-,-,-,-,-,2023/24
JD Freyone (GIBR),1,1,1,21,21*,-,15,140.0,0,0,0,2,0,2023/24
JD Freyone (GIBR),4,4,0,8,4,2.00,29,27.58,0,0,2,0,0,2019/20
JD Freyone (GIBR),6,5,0,55,19,11.00,80,68.75,0,0,0,5,0,2023
JD Freyone (GIBR),4,4,1,21,11,7.00,16,131.25,0,0,2,1,2,2022
JD Campbell (WI),1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,2019
JD Campbell (WI),1,1,0,11,11,11.00,14,78.57,0,0,0,2,0,2018/19
JD Baker (Samoa),4,3,3,18,11*,-,14,128.57,0,0,0,3,0,2019
JD Baker (Samoa),6,5,2,50,40*,16.66,48,104.16,0,0,1,2,3,2022
JD Allan (VAN),5,5,0,34,16,6.80,46,73.91,0,0,0,3,1,2023/24
JD Allan (VAN),6,5,0,79,30,15.80,73,108.21,0,0,0,6,1,2022
JD Allan (VAN),5,5,0,59,36,11.80,75,78.66,0,0,0,6,0,2023
JC Tredwell (ENG),2,-,-,-,-,-,-,-,-,-,-,-,-,2014
JC Tredwell (ENG),8,3,1,9,8*,4.50,8,112.50,0,0,1,1,0,2013/14
JC Tredwell (ENG),2,-,-,-,-,-,-,-,-,-,-,-,-,2013
JC Tredwell (ENG),5,3,2,23,22,23.00,12,191.66,0,0,0,3,1,2012/13
JC Martin (GUE),1,-,-,-,-,-,-,-,-,-,-,-,-,2020
JC Martin (GUE),3,3,2,35,19*,35.00,36,97.22,0,0,0,1,1,2022
JC Darji (TAN),1,1,0,9,9,9.00,11,81.81,0,0,0,1,0,2022/23
JC Darji (TAN),7,6,0,30,16,5.00,44,68.18,0,0,3,4,0,2021/22
JC Buttler (ENG),5,5,0,161,55,32.20,112,143.75,0,2,0,19,6,2023/24
JC Buttler (ENG),12,12,2,486,80*,48.60,321,151.40,0,5,1,50,17,2022/23
JC Buttler (ENG),6,6,3,269,101*,89.66,178,151.12,1,1,0,22,13,2021/22
JC Buttler (ENG),8,8,2,268,83*,44.66,184,145.65,0,3,1,17,15,2020/21
JC Buttler (ENG),2,2,1,121,77*,121.00,83,145.78,0,1,0,13,4,2020
JC Buttler (ENG),3,3,0,74,57,24.66,43,172.09,0,1,0,12,2,2019/20
JC Buttler (ENG),1,1,0,13,13,13.00,7,185.71,0,0,0,3,0,2018/19
JC Buttler (ENG),4,4,0,178,69,44.50,109,163.30,0,2,0,24,7,2018
JC Buttler (ENG),4,4,0,55,46,13.75,65,84.61,0,0,0,3,0,2017/18
JC Buttler (ENG),4,3,0,71,31,23.66,57,124.56,0,0,0,4,2,2017
JC Buttler (ENG),3,2,0,15,15,7.50,12,125.00,0,0,1,1,1,2016/17
JC Buttler (ENG),2,2,1,89,73*,89.00,64,139.06,0,1,0,5,4,2016
JC Buttler (ENG),10,10,3,312,66*,44.57,203,153.69,0,2,0,20,19,2015/16
JC Buttler (ENG),1,1,0,11,11,11.00,4,275.00,0,0,0,1,1,2015
JC Buttler (ENG),2,2,0,36,26,18.00,31,116.12,0,0,0,4,0,2014
JC Buttler (ENG),10,10,0,194,67,19.40,168,115.47,0,1,1,15,5,2013/14
JC Buttler (ENG),4,3,0,44,27,14.66,28,157.14,0,0,1,2,3,2013
JC Buttler (ENG),10,9,5,174,54,43.50,109,159.63,0,1,0,16,8,2012/13
JC Buttler (ENG),4,3,2,38,32*,38.00,19,200.00,0,0,0,2,3,2012
JC Buttler (ENG),4,3,0,17,7,5.66,25,68.00,0,0,0,1,0,2011/12
JC Buttler (ENG),3,1,0,13,13,13.00,11,118.18,0,0,0,1,0,2011
JC Buttler (ENG),10,9,2,337,84,48.14,207,162.8,0,2,1,37,14,2024
JC Buttler (ENG),3,2,1,53,40,53.00,29,182.75,0,0,0,3,4,2023
JC Buttler (ENG),6,6,0,87,29,14.50,46,189.13,0,0,1,7,6,2022
JC Buttler (ENG),3,3,1,148,68*,74.00,116,127.58,0,2,0,18,3,2021
JC Balt (NAM),2,2,1,21,11*,21.00,31,67.74,0,0,0,0,0,2024
JC Balt (NAM),3,2,0,22,22,11.00,23,95.65,0,0,1,1,0,2023/24
JC Archer (ENG),11,4,2,38,21,19.00,26,146.15,0,0,0,2,3,2024
JC Archer (ENG),3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2022/23
JC Archer (ENG),8,2,1,19,18*,19.00,10,190.00,0,0,0,2,1,2020/21
JC Archer (ENG),3,-,-,-,-,-,-,-,-,-,-,-,-,2020
JC Archer (ENG),1,-,-,-,-,-,-,-,-,-,-,-,-,2019
JB Reva (PNG),3,-,-,-,-,-,-,-,-,-,-,-,-,2018/19
JB Reva (PNG),3,2,0,7,6,3.50,10,70.00,0,0,0,1,0,2017
JB Reva (PNG),1,1,0,7,7,7.00,5,140.00,0,0,0,0,1,2015/16
JB Reva (PNG),2,1,0,2,2,2.00,7,28.57,0,0,0,0,0,2015
JB Little (IRE),6,1,1,2,2*,-,4,50.00,0,0,0,0,0,2023/24
JB Little (IRE),7,4,2,16,8*,8.00,21,76.19,0,0,1,1,1,2022/23
JB Little (IRE),13,4,3,6,3*,6.00,15,40.00,0,0,0,0,0,2021/22
JB Little (IRE),6,2,1,5,5,5.00,12,41.66,0,0,0,0,0,2019/20
JB Little (IRE),1,-,-,-,-,-,-,-,-,-,-,-,-,2019
JB Little (IRE),6,3,1,17,7,8.50,9,188.88,0,0,0,3,0,2018/19
JB Little (IRE),2,2,1,1,1*,1.00,4,25.00,0,0,1,0,0,2018
JB Little (IRE),1,-,-,-,-,-,-,-,-,-,-,-,-,2016/17
JB Little (IRE),1,1,0,0,0,0.00,3,0.00,0,0,1,0,0,2016
JB Little (IRE),3,2,1,36,22*,36.00,31,116.12,0,0,0,4,1,2024
JB Little (IRE),7,3,3,7,6*,-,9,77.77,0,0,0,0,0,2023
JB Little (IRE),12,6,5,14,7*,14.00,12,116.66,0,0,1,2,0,2022
JB Little (IRE),4,3,1,27,15*,13.50,33,81.81,0,0,0,1,1,2021
JB Hakizimana (RWN),2,2,0,8,8,4.00,12,66.66,0,0,1,0,0,2022/23
JB Abega (CAM),4,3,0,7,4,2.33,15,46.66,0,0,1,1,0,2024
JB Abega (CAM),3,3,0,35,19,11.66,57,61.40,0,0,0,3,0,2023/24
JB Abega (CAM),7,6,0,22,11,3.66,49,44.89,0,0,1,0,0,2022/23
JB Abega (CAM),3,3,0,11,11,3.66,29,37.93,0,0,2,1,0,2022
JB Abega (CAM),4,4,0,4,3,1.00,14,28.57,0,0,2,0,0,2021/22
JAR Blain (SCOT),4,2,1,4,3*,4.00,4,100.00,0,0,0,0,0,2008
JAR Blain (SCOT),2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2007/08
JAM Henri (PORT),5,3,1,33,25*,16.50,27,122.22,0,0,1,1,1,2024
JAH Marshall (NZ),1,1,0,13,13,13.00,11,118.18,0,0,0,2,0,2008
JAH Marshall (NZ),1,1,0,1,1,1.00,4,25.00,0,0,0,0,0,2006/07
JAH Marshall (NZ),1,-,-,-,-,-,-,-,-,-,-,-,-,2005/06
JAD Lawrenson (JER),4,2,0,29,22,14.50,32,90.62,0,0,0,2,0,2024
JAD Lawrenson (JER),8,5,1,74,36,18.50,74,100.00,0,0,0,7,0,2023
JA Rudolph (SA),1,1,1,6,6*,-,7,85.71,0,0,0,0,0,2005/06
JA Richardson (AUS),2,-,-,-,-,-,-,-,-,-,-,-,-,2021/22
JA Richardson (AUS),5,4,2,23,11,11.50,25,92.00,0,0,0,1,1,2020/21
JA Richardson (AUS),2,1,1,7,7*,-,3,233.33,0,0,0,1,0,2018/19
JA Richardson (AUS),5,1,1,6,6*,-,2,300.00,0,0,0,1,0,2018
JA Richardson (AUS),2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2016/17
JA Richardson (AUS),2,1,1,9,9*,-,20,45.00,0,0,0,0,0,2022
JA Morkel (SA),1,-,-,-,-,-,-,-,-,-,-,-,-,2015/16
JA Morkel (SA),7,5,0,51,18,10.20,37,137.83,0,0,0,0,5,2013/14
JA Morkel (SA),4,3,2,19,10,19.00,12,158.33,0,0,0,1,1,2012/13
JA Morkel (SA),3,2,1,20,17*,20.00,19,105.26,0,0,0,0,1,2012
JA Morkel (SA),4,3,2,39,16*,39.00,24,162.50,0,0,0,2,3,2011/12
JA Morkel (SA),2,-,-,-,-,-,-,-,-,-,-,-,-,2010/11
JA Morkel (SA),5,5,1,82,40,20.50,51,160.78,0,0,1,2,7,2010
JA Morkel (SA),2,2,1,23,14,23.00,15,153.33,0,0,0,2,2,2009/10
JA Morkel (SA),6,5,2,54,24,18.00,41,131.70,0,0,0,4,2,2009
JA Morkel (SA),5,5,1,88,37,22.00,56,157.14,0,0,0,7,4,2008/09
JA Morkel (SA),8,6,1,158,43,31.60,117,135.04,0,0,0,10,10,2007/08
JA Morkel (SA),2,1,0,27,27,27.00,18,150.00,0,0,0,1,3,2006/07
JA Morkel (SA),1,1,0,11,11,11.00,12,91.66,0,0,0,0,1,2005/06
JA Fitzgerald (GIBR),4,2,0,20,12,10.00,19,105.26,0,0,0,0,1,2023/24
JA Fitzgerald (GIBR),4,3,0,18,17,6.00,20,90.00,0,0,1,0,1,2021/22
JA Fitzgerald (GIBR),4,2,2,13,11*,-,10,130.00,0,0,0,0,1,2019/20
JA Fitzgerald (GIBR),5,5,2,72,25*,24.00,46,156.52,0,0,1,3,6,2024
JA Fitzgerald (GIBR),10,10,5,100,28*,20.00,77,129.87,0,0,1,7,3,2023
JA Fitzgerald (GIBR),3,3,3,32,16*,-,17,188.23,0,0,0,2,2,2022
JA Fitzgerald (GIBR),4,4,1,54,27,18.00,46,117.39,0,0,1,1,3,2021
JA Duffy (NZ),2,1,1,6,6*,-,3,200.00,0,0,0,1,0,2022/23
JA Duffy (NZ),4,-,-,-,-,-,-,-,-,-,-,-,-,2022
JA Duffy (NZ),1,-,-,-,-,-,-,-,-,-,-,-,-,2020/21
JA Duffy (NZ),4,1,1,8,8*,-,10,80.0,0,0,0,1,0,2024
JA Duffy (NZ),3,1,0,3,3,3.00,5,60.00,0,0,0,0,0,2021
JA Clarkson (NZ),3,1,0,10,10,10.00,13,76.92,0,0,0,1,0,2023/24
JA Clarkson (NZ),3,2,1,38,38*,38.00,27,140.74,0,0,1,3,2,2024
JA Burrows (IOM),6,5,0,40,28,8.00,41,97.56,0,0,1,6,0,2022/23
JA Burrows (IOM),4,1,0,0,0,0.00,2,0.00,0,0,1,0,0,2021/22
JA Burrows (IOM),1,1,0,3,3,3.00,4,75.00,0,0,0,0,0,2020
JA Burrows (IOM),5,4,1,17,10,5.66,12,141.66,0,0,1,1,1,2024
JA Burrows (IOM),3,2,2,24,13*,-,16,150.00,0,0,0,2,0,2023
JA Burrows (IOM),5,3,0,2,1,0.66,4,50.00,0,0,1,0,0,2022
JA Burns (ITA),5,5,2,211,108*,70.33,146,144.52,1,1,1,18,9,2024
J van Heerden (GER),3,2,1,56,42*,56.00,55,101.81,0,0,0,4,1,2022/23
J van Heerden (GER),7,7,2,215,53*,43.00,170,126.47,0,1,0,32,1,2023
J West (GIBR),4,4,0,32,14,8.00,53,60.37,0,0,0,2,0,2023
J Vira (VAN),4,4,0,37,15,9.25,45,82.22,0,0,1,3,0,2023/24
J Vira (VAN),5,4,2,30,19*,15.00,20,150.00,0,0,0,3,1,2019/20
J Vira (VAN),5,5,1,30,23,7.50,35,85.71,0,0,1,3,1,2019
J Vira (VAN),4,3,1,14,7,7.00,13,107.69,0,0,0,1,0,2018/19
J Vira (VAN),3,3,0,20,9,6.66,35,57.14,0,0,0,0,0,2023
J Vijay (PORT),5,5,0,138,42,27.60,99,139.39,0,0,0,18,4,2024
J Umanath (Mex),5,5,0,53,25,10.60,61,86.88,0,0,1,7,0,2019/20
J Umanath (Mex),2,2,1,16,10,16.00,16,100.00,0,0,0,0,2,2019
J Tuffin (PHI),7,7,4,95,32*,31.66,106,89.62,0,0,0,4,0,2024
J Trembeath-Moro (ESP),8,7,2,137,39,27.40,152,90.13,0,0,0,10,4,2022
J Thinley (BHU),2,-,-,-,-,-,-,-,-,-,-,-,-,2019/20
J Theron (USA),4,2,2,8,7*,-,5,160.0,0,0,0,1,0,2021/22
J Theron (USA),5,2,2,1,1*,-,1,100.00,0,0,0,0,0,2022
J Theron (SA),4,2,2,31,31*,-,17,182.35,0,0,0,3,1,2011/12
J Theron (SA),5,1,1,1,1*,-,4,25.00,0,0,0,0,0,2010/11
J Stanigze (SWE),2,-,-,-,-,-,-,-,-,-,-,-,-,2024
J Smits (NED),2,1,1,11,11*,-,17,64.70,0,0,0,0,0,2009
J Smits (NED),4,1,0,4,4,4.00,10,40.00,0,0,0,0,0,2008
J Singye (BHU),5,5,0,45,22,9.00,82,54.87,0,0,0,0,1,2024/25
J Singye (BHU),2,2,0,48,40,24.00,64,75.00,0,0,0,2,0,2019/20
J Singye (BHU),7,6,0,81,40,13.50,107,75.70,0,0,0,5,0,2022
J Shaju (MLT),3,-,-,-,-,-,-,-,-,-,-,-,-,2021
J Shaju (MLT),9,4,2,8,4*,4.00,19,42.10,0,0,0,0,0,2024
J Shaju (MLT),4,2,1,1,1*,1.00,6,16.66,0,0,1,0,0,2023
J Shaju (MLT),7,3,1,5,3,2.50,12,41.66,0,0,0,0,0,2022
J Sebanja (UGA),1,1,0,8,8,8.00,10,80.00,0,0,0,1,0,2023/24
J Sebanja (UGA),6,3,1,3,1*,1.50,5,60.0,0,0,0,0,0,2023
J Sebanja (UGA),2,1,0,2,2,2.00,3,66.66,0,0,0,0,0,2021
J Salazar (Peru),2,2,1,29,20*,29.00,36,80.55,0,0,0,0,0,2019/20
J Reb (SRB),2,2,0,12,7,6.00,23,52.17,0,0,0,1,0,2023/24
J Reb (SRB),2,2,0,11,9,5.50,14,78.57,0,0,0,1,0,2019/20
J Reb (SRB),4,4,0,40,19,10.00,46,86.95,0,0,0,2,2,2021
J Rasu (VAN),5,5,1,82,35*,20.50,93,88.17,0,0,0,4,2,2023/24
J Rasu (VAN),3,3,1,35,27,17.50,29,120.68,0,0,0,2,1,2022/23
J Rasu (VAN),5,5,0,191,74,38.20,167,114.37,0,2,0,16,8,2019/20
J Rasu (VAN),3,3,0,52,24,17.33,53,98.11,0,0,0,2,1,2018/19
J Rasu (VAN),6,6,0,101,43,16.83,83,121.68,0,0,1,8,3,2024
J Rasu (VAN),6,6,0,30,16,5.00,30,100.0,0,0,3,1,2,2023
J Rasu (VAN),6,5,2,53,28,17.66,39,135.89,0,0,0,6,0,2022
J Rasu (VAN),5,5,0,131,49,26.20,118,111.01,0,0,0,9,7,2019
J Perman (ESP),4,1,0,1,1,1.00,6,16.66,0,0,0,0,0,2019/20
J Perman (ESP),3,3,1,42,30*,21.00,30,140.00,0,0,0,3,3,2021
J Pant (LUX),1,1,0,40,40,40.00,29,137.93,0,0,0,4,1,2023/24
J Pakhiaokajee (THA),6,6,2,31,22*,7.75,41,75.60,0,0,1,2,1,2022
J Overton (ENG),2,2,1,19,15,19.00,13,146.15,0,0,0,2,0,2024
J Nyumbu (ZIM),2,2,2,7,6*,-,11,63.63,0,0,0,1,0,2018
J Mulder (IRE),7,3,2,5,5*,5.00,6,83.33,0,0,1,0,0,2016/17
J Mulder (IRE),1,1,0,1,1,1.00,5,20.00,0,0,0,0,0,2016
J Mubarak (SL),7,7,2,56,21*,11.20,48,116.66,0,0,1,4,2,2009
J Mubarak (SL),4,4,0,77,39,19.25,78,98.71,0,0,0,9,0,2008/09
J Mubarak (SL),5,4,2,105,46*,52.50,62,169.35,0,0,1,8,6,2007/08
J Mosca (ITA),5,5,1,154,72,38.50,83,185.54,0,2,0,17,6,2024
J Mosca (ITA),4,4,0,57,49,14.25,53,107.54,0,0,1,8,1,2023
J Mosca (ITA),5,5,0,73,30,14.60,56,130.35,0,0,0,7,3,2022
J Miyagi (UGA),2,1,0,6,6,6.00,2,300.00,0,0,0,0,1,2024/25
J Miyagi (UGA),3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2023/24
J Miyagi (UGA),9,5,0,69,29,13.80,69,100.00,0,0,0,0,4,2022/23
J Miyagi (UGA),3,3,1,26,13*,13.00,37,70.27,0,0,1,0,0,2024
J Miyagi (UGA),9,6,2,42,26,10.50,42,100.00,0,0,2,1,3,2022
J Meza (CRC),1,-,-,-,-,-,-,-,-,-,-,-,-,2024
J Mees (LUX),2,2,1,15,15*,15.00,14,107.14,0,0,1,1,0,2023/24
J Mees (LUX),4,4,1,124,67*,41.33,94,131.91,0,1,0,19,1,2020
J Mees (LUX),5,5,2,56,31,18.66,52,107.69,0,0,0,3,3,2024
J Mees (LUX),6,6,0,109,85,18.16,82,132.92,0,1,1,8,6,2023
J Mees (LUX),11,11,1,186,25,18.60,185,100.54,0,0,0,18,4,2022
J Mees (LUX),8,8,0,206,50,25.75,153,134.64,0,1,2,17,8,2021
J Mees (LUX),4,3,2,13,7*,13.00,20,65.00,0,0,0,1,0,2019
J Matharu (CAN),7,-,-,-,-,-,-,-,-,-,-,-,-,2021/22
J Masquater (TAN),6,6,0,74,32,12.33,105,70.47,0,0,1,9,2,2023/24
J Marples (GIBR),1,-,-,-,-,-,-,-,-,-,-,-,-,2024
J Marples (GIBR),5,2,1,7,5*,7.00,8,87.50,0,0,0,0,0,2021/22
J Marples (GIBR),10,4,2,11,5,5.50,17,64.70,0,0,0,0,0,2022
J Marples (GIBR),4,2,0,31,16,15.50,36,86.11,0,0,0,3,0,2021
J Louw (SA),2,1,1,1,1*,-,1,100.00,0,0,0,0,0,2008/09
J Long (PHI),2,1,1,2,2*,-,6,33.33,0,0,0,0,0,2018/19
J Liyanage (SL),3,3,0,28,11,9.33,45,62.22,0,0,0,0,0,2021/22
J Linton (CAY),3,3,0,69,40,23.00,89,77.52,0,0,0,2,2,2022
J Lewis (ENG),1,1,0,1,1,1.00,4,25.00,0,0,0,0,0,2006/07
J Lewis (ENG),1,1,1,0,0*,-,0,-,0,0,0,0,0,2005
J Lassayo (SLE),1,-,-,-,-,-,-,-,-,-,-,-,-,2023/24
J Kila (PNG),4,4,1,6,4,2.00,15,40.00,0,0,1,0,0,2021/22
J Kila (PNG),8,4,2,57,27*,28.50,28,203.57,0,0,0,4,5,2019/20
J Kila (PNG),4,1,1,3,3*,-,3,100.00,0,0,0,0,0,2018/19
J Kemp (JER),5,2,0,4,3,2.00,7,57.14,0,0,0,0,0,2024
J Kariko (PNG),6,2,1,11,9*,11.00,14,78.57,0,0,0,0,1,2023/24
J Kariko (PNG),3,2,2,4,4*,-,9,44.44,0,0,0,1,0,2024
J Kariko (PNG),10,2,1,1,1*,1.00,4,25.00,0,0,1,0,0,2023
J Jojo (DEN),6,3,1,9,5*,4.50,6,150.00,0,0,1,1,0,2022
J Jojo (DEN),7,5,3,36,13,18.00,27,133.33,0,0,0,1,1,2019
J Jemison (Bhm),4,3,0,8,7,2.66,19,42.10,0,0,1,1,0,2022/23
J Jemison (Bhm),5,4,1,32,13,10.66,46,69.56,0,0,1,0,0,2022
J Jarvis (SCOT),3,3,0,45,21,15.00,53,84.9,0,0,0,4,0,2023/24
J Jarvis (SCOT),2,2,0,13,10,6.50,11,118.18,0,0,0,0,1,2024
J Jagroo (Bhm),6,6,0,38,19,6.33,45,84.44,0,0,2,2,1,2021/22
J Jagroo (Bhm),5,5,0,82,34,16.40,95,86.31,0,0,0,5,4,2022
J Hurley (Arg),4,1,0,0,0,0.00,1,0.00,0,0,1,0,0,2021/22
J Hurley (Arg),3,-,-,-,-,-,-,-,-,-,-,-,-,2019/20
J Horrocks (GIBR),4,2,1,20,20*,20.00,15,133.33,0,0,1,0,1,2023/24
J Horrocks (GIBR),4,2,1,14,11,14.00,13,107.69,0,0,0,0,0,2024
J Horrocks (GIBR),7,4,1,10,6,3.33,19,52.63,0,0,1,0,0,2023
J Hirschi (MLT),2,2,0,20,13,10.00,27,74.07,0,0,0,0,0,2019/20
J Hirschi (MLT),2,2,0,17,9,8.50,35,48.57,0,0,0,0,0,2019
J Hill (PHI),4,4,0,19,11,4.75,44,43.18,0,0,1,0,0,2021/22
J Hill (PHI),4,3,0,15,6,5.00,20,75.00,0,0,0,3,0,2018/19
J Hill (PHI),1,1,1,8,8*,-,9,88.88,0,0,0,0,0,2023
J Henry (STHEL),7,5,0,45,17,9.00,45,100.00,0,0,0,1,2,2022/23
J Hansrod (SWA),4,3,0,10,7,3.33,25,40.00,0,0,0,1,0,2021/22
J Gumbie (ZIM),3,3,0,43,17,14.33,52,82.69,0,0,0,6,0,2024
J Grzinic (CRT),2,1,0,6,6,6.00,9,66.66,0,0,0,0,0,2024
J Grzinic (CRT),5,4,2,15,8*,7.50,40,37.50,0,0,2,1,0,2022
J Grassi (ITA),6,4,0,58,20,14.50,63,92.06,0,0,0,2,2,2021/22
J Giyanani (UAE),1,-,-,-,-,-,-,-,-,-,-,-,-,2023/24
J Ghadiyali (SWA),6,6,1,86,27*,17.20,96,89.58,0,0,2,8,1,2021/22
J Fraser-McGurk (AUS),4,4,0,66,50,16.50,54,122.22,0,1,2,7,2,2024
J Evans (ISR),5,5,0,83,42,16.60,75,110.66,0,0,0,9,2,2024
J Evans (ISR),4,4,0,33,24,8.25,31,106.45,0,0,1,4,0,2022
J Edness (BER),3,3,0,13,9,4.33,28,46.42,0,0,1,0,0,2008
J Dzulfikar (INA),5,5,0,34,25,6.80,52,65.38,0,0,1,4,0,2024/25
J Dunn (VAN),4,3,0,36,23,12.00,41,87.80,0,0,0,0,1,2018/19
J Drysdale (USA),1,-,-,-,-,-,-,-,-,-,-,-,-,2024/25
J Drysdale (USA),7,3,2,5,4*,5.00,5,100.0,0,0,1,1,0,2024
J Dickinson (SCOT),1,1,0,15,15,15.00,14,107.14,0,0,0,1,0,2023/24
J Danikula (CRT),5,5,0,39,19,7.80,68,57.35,0,0,1,3,0,2024
J Cutinho (CRC),3,3,0,93,46,31.00,98,94.89,0,0,0,7,4,2019
J Coetzee (THA),4,4,1,62,45*,20.66,57,108.77,0,0,0,2,4,2024/25
J Coetzee (THA),4,4,3,100,43*,100.00,72,138.88,0,0,0,8,5,2023/24
J Coetzee (THA),5,5,1,46,26*,11.50,48,95.83,0,0,1,2,2,2024
J Coetzee (THA),4,2,0,49,40,24.50,41,119.51,0,0,0,3,1,2023
J Clough (IOM),1,1,0,9,9,9.00,13,69.23,0,0,0,0,0,2022
J Chialoufas (CYP),10,10,1,147,37,16.33,143,102.79,0,0,3,11,4,2024
J Chaturanga (BHR),4,4,0,42,20,10.50,42,100.00,0,0,1,5,1,2022
J Charles (WI),4,4,0,97,42,24.25,64,151.56,0,0,0,9,6,2023/24
J Charles (WI),7,7,0,247,118,35.28,147,168.02,1,0,1,19,18,2022/23
J Charles (WI),3,3,0,22,10,7.33,24,91.66,0,0,0,2,0,2016/17
J Charles (WI),2,2,0,122,79,61.00,58,210.34,0,1,0,11,9,2016
J Charles (WI),8,8,0,151,52,18.87,135,111.85,0,1,2,12,8,2015/16
J Charles (WI),3,3,0,27,16,9.00,29,93.10,0,0,0,5,0,2013/14
J Charles (WI),2,2,0,1,1,0.50,11,9.09,0,0,1,0,0,2013
J Charles (WI),10,9,0,223,84,24.77,173,128.90,0,2,1,33,5,2012/13
J Charles (WI),2,2,0,60,36,30.00,61,98.36,0,0,0,7,1,2012
J Charles (WI),2,2,0,61,37,30.50,37,164.86,0,0,0,10,1,2011/12
J Charles (WI),2,2,0,57,36,28.50,67,85.07,0,0,0,4,2,2011
J Charles (WI),9,9,0,217,69,24.11,163,133.12,0,1,2,27,9,2024
J Charles (WI),3,3,0,17,12,5.66,23,73.91,0,0,0,1,1,2023
J Campbell (ZIM),9,9,1,123,45,15.37,101,121.78,0,0,1,8,7,2024
J Cama (Fiji),5,5,0,31,24,6.20,28,110.71,0,0,1,0,3,2024
J Butler (IOM),5,4,1,14,8*,4.66,25,56.00,0,0,0,0,0,2022/23
J Butler (IOM),4,-,-,-,-,-,-,-,-,-,-,-,-,2021/22
J Butler (IOM),1,-,-,-,-,-,-,-,-,-,-,-,-,2020
J Butler (IOM),5,1,1,2,2*,-,3,66.66,0,0,0,0,0,2022
J Butler (GUE),1,1,1,37,37*,-,27,137.03,0,0,0,5,0,2020
J Butler (GUE),9,8,1,201,65*,28.71,214,93.92,0,1,0,20,1,2019
J Butler (GUE),9,9,2,228,44*,32.57,172,132.55,0,0,0,22,6,2024
J Butler (GUE),4,4,0,158,87,39.50,129,122.48,0,2,0,10,8,2023
J Butler (GUE),12,11,0,192,32,17.45,205,93.65,0,0,1,17,3,2022
J Bulele (MOZ),7,7,2,210,62*,42.00,218,96.33,0,2,0,24,0,2022/23
J Bulele (MOZ),4,4,0,111,59,27.75,103,107.76,0,1,1,16,0,2021/22
J Bulele (MOZ),7,7,0,65,24,9.28,95,68.42,0,0,1,8,0,2019/20
J Bulele (MOZ),9,9,0,226,53,25.11,238,94.95,0,1,0,31,2,2022
J Buchanan (CAY),3,2,1,10,10,10.00,12,83.33,0,0,0,0,0,2022/23
J Broad (GER),4,4,1,119,52,39.66,101,117.82,0,1,0,8,1,2022/23
J Broad (GER),5,5,1,169,62,42.25,140,120.71,0,2,0,18,2,2021/22
J Botha (SA),5,1,0,8,8,8.00,5,160.00,0,0,0,0,1,2012/13
J Botha (SA),3,-,-,-,-,-,-,-,-,-,-,-,-,2012
J Botha (SA),6,4,1,54,34,18.00,45,120.00,0,0,0,5,2,2011/12
J Botha (SA),5,2,1,26,25,26.00,23,113.04,0,0,0,1,1,2010/11
J Botha (SA),5,4,0,54,23,13.50,44,122.72,0,0,1,4,3,2010
J Botha (SA),1,-,-,-,-,-,-,-,-,-,-,-,-,2009/10
J Botha (SA),6,3,3,10,4*,-,6,166.66,0,0,0,1,0,2009
J Botha (SA),5,3,2,13,7*,13.00,14,92.85,0,0,0,1,0,2008/09
J Botha (SA),3,2,2,34,28*,-,24,141.66,0,0,0,3,2,2007/08
J Botha (SA),1,1,0,2,2,2.00,4,50.00,0,0,0,0,0,2005/06
J Barker (LUX),4,4,0,28,19,7.00,41,68.29,0,0,0,2,0,2024
J Barker (LUX),2,2,0,56,48,28.00,49,114.28,0,0,0,5,0,2023/24
J Barker (LUX),4,4,0,73,39,18.25,89,82.02,0,0,0,7,1,2020
J Barker (LUX),3,2,0,16,16,8.00,16,100.00,0,0,1,3,0,2019
J Barker (LUX),8,7,3,147,41,36.75,143,102.79,0,0,0,9,2,2023
J Barker (LUX),9,8,4,138,44,34.50,128,107.81,0,0,1,9,0,2022
J Barker (LUX),6,4,2,61,36*,30.50,64,95.31,0,0,0,6,0,2021
J Bangura (SLE),16,15,1,196,36,14.00,284,69.01,0,0,1,8,0,2023/24
