team1,team2,gender,season,date,venue,city,toss_winner,toss_decision,winner,match_id
Sri Lanka,West Indies,female,2024,2024/06/26,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,West Indies,field,West Indies,1436890
Sri Lanka,West Indies,female,2024,2024/06/28,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa, Hambantota",Hambantota,West Indies,field,West Indies,1436891
Denmark,Jersey,male,2024,2024/06/16,"Svanholm Park, Brondby",Brondby,Jersey,field,Jersey,1438073
Jersey,Denmark,male,2024,2024/06/16,"Svanholm Park, Brondby",Brondby,Denmark,field,Jersey,1438074
Cyprus,Estonia,male,2024,2024/06/17,Happy Valley Ground,Episkopi,Cyprus,bat,Estonia,1438075
Cyprus,Estonia,male,2024,2024/06/17,Happy Valley Ground,Episkopi,Cyprus,bat,Estonia,1438076
Cyprus,Estonia,male,2024,2024/06/18,Happy Valley Ground,Episkopi,Estonia,field,Cyprus,1438077
Estonia,Cyprus,male,2024,2024/06/18,Happy Valley Ground,Episkopi,Estonia,bat,Estonia,1438078
Estonia,Cyprus,male,2024,2024/06/19,Happy Valley Ground,Episkopi,Cyprus,field,Cyprus,1438079
Estonia,Cyprus,male,2024,2024/06/19,Happy Valley Ground,Episkopi,Estonia,bat,Estonia,1438080
Gibraltar,Czech Republic,female,2024,2024/06/14,"Scott Page Field, Vinor",Prague,Czech Republic,field,Gibraltar,1438090
Croatia,Czech Republic,female,2024,2024/06/14,"Scott Page Field, Vinor",Prague,Czech Republic,field,Croatia,1438091
Croatia,Gibraltar,female,2024,2024/06/15,"Scott Page Field, Vinor",Prague,Croatia,bat,Croatia,1438092
Czech Republic,Croatia,female,2024,2024/06/15,"Scott Page Field, Vinor",Prague,Czech Republic,bat,Croatia,1438093
Croatia,Gibraltar,female,2024,2024/06/16,"Scott Page Field, Vinor",Prague,Croatia,bat,Gibraltar,1438094
Gibraltar,Czech Republic,female,2024,2024/06/16,"Scott Page Field, Vinor",Prague,Gibraltar,bat,Gibraltar,1438095
Estonia,Cyprus,female,2024,2024/06/17,Happy Valley Ground,Episkopi,Estonia,bat,Cyprus,1438097
Cyprus,Estonia,female,2024,2024/06/18,Happy Valley Ground,Episkopi,Estonia,field,Cyprus,1438099
Cyprus,Estonia,female,2024,2024/06/19,Happy Valley Ground,Episkopi,Estonia,field,Cyprus,1438101
Netherlands,Hong Kong,female,2024,2024/06/17,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Netherlands,bat,Netherlands,1438102
Hong Kong,Netherlands,female,2024,2024/06/18,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Netherlands,field,Netherlands,1438103
Hong Kong,Netherlands,female,2024,2024/06/19,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Netherlands,field,Netherlands,1438104
Netherlands,Hong Kong,female,2024,2024/06/19,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Netherlands,bat,Netherlands,1438105
Norway,Finland,male,2024,2024/06/14,Kerava National Cricket Ground,Kerava,Finland,field,Norway,1438257
Finland,Norway,male,2024,2024/06/15,Kerava National Cricket Ground,Kerava,Finland,bat,Norway,1438259
Finland,Norway,male,2024,2024/06/16,Kerava National Cricket Ground,Kerava,Finland,bat,Norway,1438262
Jersey,Serbia,male,2024,2024/07/07,Bayer Uerdingen Cricket Ground,Krefeld,Jersey,bat,Jersey,1439813
Germany,Gibraltar,male,2024,2024/07/08,Bayer Uerdingen Cricket Ground,Krefeld,Gibraltar,field,Germany,1439814
Switzerland,Belgium,male,2024,2024/07/07,Bayer Uerdingen Cricket Ground,Krefeld,Belgium,field,Belgium,1439815
Norway,Sweden,male,2024,2024/07/08,Bayer Uerdingen Cricket Ground,Krefeld,Sweden,field,Norway,1439816
Slovenia,Norway,male,2024,2024/07/09,Bayer Uerdingen Cricket Ground,Krefeld,Slovenia,bat,Norway,1439817
Croatia,Belgium,male,2024,2024/07/08,Bayer Uerdingen Cricket Ground,Krefeld,Croatia,bat,Croatia,1439818
Germany,Sweden,male,2024,2024/07/09,Bayer Uerdingen Cricket Ground,Krefeld,Germany,bat,Germany,1439819
Jersey,Switzerland,male,2024,2024/07/09,Bayer Uerdingen Cricket Ground,Krefeld,Jersey,bat,Jersey,1439820
Jersey,Belgium,male,2024,2024/07/10,Bayer Uerdingen Cricket Ground,Krefeld,Belgium,field,Jersey,1439821
Norway,Germany,male,2024,2024/07/11,Bayer Uerdingen Cricket Ground,Krefeld,Germany,field,Norway,1439822
Croatia,Serbia,male,2024,2024/07/10,Bayer Uerdingen Cricket Ground,Krefeld,Serbia,field,Croatia,1439823
Gibraltar,Sweden,male,2024,2024/07/11,Bayer Uerdingen Cricket Ground,Krefeld,Sweden,field,Sweden,1439825
Switzerland,Serbia,male,2024,2024/07/11,Bayer Uerdingen Cricket Ground,Krefeld,Switzerland,bat,Switzerland,1439826
Belgium,Serbia,male,2024,2024/07/12,Bayer Uerdingen Cricket Ground,Krefeld,Belgium,bat,Belgium,1439829
Norway,Gibraltar,male,2024,2024/07/13,Bayer Uerdingen Cricket Ground,Krefeld,Norway,bat,Norway,1439830
Croatia,Switzerland,male,2024,2024/07/13,Bayer Uerdingen Cricket Ground,Krefeld,Switzerland,field,Switzerland,1439831
Croatia,Germany,male,2024,2024/07/14,Bayer Uerdingen Cricket Ground,Krefeld,Croatia,bat,Germany,1439833
Norway,Jersey,male,2024,2024/07/14,Bayer Uerdingen Cricket Ground,Krefeld,Jersey,field,Jersey,1439836
Guernsey,Jersey,male,2024,2024/06/22,"King George V Sports Ground, Castel",Castel,Jersey,field,Jersey,1440129
Guernsey,Jersey,male,2024,2024/06/22,"King George V Sports Ground, Castel",Castel,Jersey,field,Jersey,1440130
Jersey,Guernsey,male,2024,2024/06/23,"Guernsey Rovers Athletic Club Ground, Port Soif",Port  Soif,Guernsey,field,Guernsey,1440131
Indonesia,Bhutan,female,2024,2024/07/02,Udayana Cricket Ground,Bali,Bhutan,field,Indonesia,1440443
Singapore,Indonesia,female,2024,2024/07/02,Udayana Cricket Ground,Bali,Singapore,bat,Indonesia,1440444
Bhutan,Indonesia,female,2024,2024/07/04,Udayana Cricket Ground,Bali,Bhutan,bat,Indonesia,1440446
Indonesia,Singapore,female,2024,2024/07/05,Udayana Cricket Ground,Bali,Indonesia,bat,Indonesia,1440447
Bhutan,Singapore,female,2024,2024/07/06,Udayana Cricket Ground,Bali,Bhutan,bat,Singapore,1440448
Indonesia,Bhutan,female,2024,2024/07/07,Udayana Cricket Ground,Bali,Bhutan,field,Bhutan,1440449
Indonesia,Singapore,female,2024,2024/07/07,Udayana Cricket Ground,Bali,Singapore,field,Indonesia,1440450
Bhutan,Singapore,female,2024,2024/07/08,Udayana Cricket Ground,Bali,Singapore,field,Bhutan,1440451
Scotland,Australia,male,2024,2024/09/04,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Australia,field,Australia,1440463
Australia,Scotland,male,2024,2024/09/06,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Scotland,field,Australia,1440464
Scotland,Australia,male,2024,2024/09/07,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Edinburgh,Australia,field,Australia,1440465
Malawi,Rwanda,male,2024,2024/06/28,"Sikh Union Club Ground, Nairobi",Nairobi,Malawi,bat,Malawi,1441133
Rwanda,Kenya,male,2024,2024/06/29,"Sikh Union Club Ground, Nairobi",Nairobi,Rwanda,bat,Kenya,1441135
Malawi,Kenya,male,2024,2024/07/01,"Sikh Union Club Ground, Nairobi",Nairobi,Kenya,field,Kenya,1441136
Rwanda,Kenya,male,2024,2024/07/03,"Sikh Union Club Ground, Nairobi",Nairobi,Rwanda,bat,Kenya,1441140
Kenya,Rwanda,male,2024,2024/07/05,"Sikh Union Club Ground, Nairobi",Nairobi,Kenya,bat,Kenya,1441145
Kenya,Nigeria,male,2024,2024/07/12,"Sikh Union Club Ground, Nairobi",Nairobi,Kenya,bat,Kenya,1442735
Nigeria,Kenya,male,2024,2024/07/13,"Sikh Union Club Ground, Nairobi",Nairobi,Nigeria,bat,Kenya,1442736
Kenya,Nigeria,male,2024,2024/07/15,"Sikh Union Club Ground, Nairobi",Nairobi,Nigeria,field,Nigeria,1442737
Nigeria,Kenya,male,2024,2024/07/16,"Sikh Union Club Ground, Nairobi",Nairobi,Kenya,field,Nigeria,1442738
Nigeria,Kenya,male,2024,2024/07/17,"Sikh Union Club Ground, Nairobi",Nairobi,Nigeria,bat,Kenya,1442739
India,Sri Lanka,male,2024,2024/07/27,Pallekele International Cricket Stadium,Kandy,Sri Lanka,field,India,1442987
Sri Lanka,India,male,2024,2024/07/28,Pallekele International Cricket Stadium,Kandy,India,field,India,1442988
Jersey,Guernsey,female,2024,2024/07/14,"Grainville, St Saviour",St Saviour,Guernsey,field,Jersey,1442996
Spain,Cyprus,male,2024,2024/08/21,"King George V Sports Ground, Castel",Castel,Cyprus,field,Spain,1443766
Bulgaria,Guernsey,male,2024,2024/08/21,"Guernsey Rovers Athletic Club Ground, Port Soif",Port  Soif,Bulgaria,bat,Guernsey,1443767
Denmark,Czech Republic,male,2024,2024/08/21,"King George V Sports Ground, Castel",Castel,Denmark,bat,Denmark,1443768
Malta,Finland,male,2024,2024/08/21,"Guernsey Rovers Athletic Club Ground, Port Soif",Port  Soif,Malta,bat,Finland,1443769
Finland,Estonia,male,2024,2024/08/22,"King George V Sports Ground, Castel",Castel,Estonia,field,Estonia,1443770
Denmark,Greece,male,2024,2024/08/22,"Guernsey Rovers Athletic Club Ground, Port Soif",Port  Soif,Greece,field,Denmark,1443771
Malta,Guernsey,male,2024,2024/08/22,"King George V Sports Ground, Castel",Castel,Guernsey,field,Guernsey,1443772
Spain,Czech Republic,male,2024,2024/08/22,"Guernsey Rovers Athletic Club Ground, Port Soif",Port  Soif,Czech Republic,field,Spain,1443773
Finland,Guernsey,male,2024,2024/08/24,"Guernsey Rovers Athletic Club Ground, Port Soif",Port  Soif,Guernsey,field,Finland,1443775
Greece,Cyprus,male,2024,2024/08/24,"King George V Sports Ground, Castel",Castel,Greece,bat,Cyprus,1443776
Bulgaria,Estonia,male,2024,2024/08/24,"Guernsey Rovers Athletic Club Ground, Port Soif",Port  Soif,Estonia,field,Estonia,1443777
Malta,Bulgaria,male,2024,2024/08/25,"King George V Sports Ground, Castel",Castel,Malta,bat,Malta,1443778
Cyprus,Czech Republic,male,2024,2024/08/25,"Guernsey Rovers Athletic Club Ground, Port Soif",Port  Soif,Cyprus,bat,Czech Republic,1443779
Estonia,Guernsey,male,2024,2024/08/25,"King George V Sports Ground, Castel",Castel,Guernsey,field,Guernsey,1443780
Greece,Spain,male,2024,2024/08/25,"Guernsey Rovers Athletic Club Ground, Port Soif",Port  Soif,Greece,bat,Spain,1443781
Denmark,Cyprus,male,2024,2024/08/27,"King George V Sports Ground, Castel",Castel,Denmark,bat,Denmark,1443782
Finland,Bulgaria,male,2024,2024/08/27,"Guernsey Rovers Athletic Club Ground, Port Soif",Port  Soif,Finland,bat,Finland,1443783
Czech Republic,Greece,male,2024,2024/08/27,"King George V Sports Ground, Castel",Castel,Czech Republic,bat,Czech Republic,1443784
Malta,Estonia,male,2024,2024/08/27,"Guernsey Rovers Athletic Club Ground, Port Soif",Port  Soif,Malta,bat,Estonia,1443785
Spain,Finland,male,2024,2024/08/28,"King George V Sports Ground, Castel",Castel,Finland,field,Spain,1443786
Cyprus,Malta,male,2024,2024/08/28,"Guernsey Rovers Athletic Club Ground, Port Soif",Port  Soif,Malta,field,Cyprus,1443787
Czech Republic,Estonia,male,2024,2024/08/28,"Guernsey Rovers Athletic Club Ground, Port Soif",Port  Soif,Estonia,field,Estonia,1443788
Denmark,Guernsey,male,2024,2024/08/28,"King George V Sports Ground, Castel",Castel,Guernsey,field,Guernsey,1443789
Germany,Italy,female,2024,2024/07/26,Bayer Uerdingen Cricket Ground,Krefeld,Germany,bat,Italy,1444531
Germany,Jersey,female,2024,2024/07/26,Bayer Uerdingen Cricket Ground,Krefeld,Germany,bat,Germany,1444532
Italy,Germany,female,2024,2024/07/27,Bayer Uerdingen Cricket Ground,Krefeld,Germany,field,Italy,1444534
Germany,Jersey,female,2024,2024/07/27,Bayer Uerdingen Cricket Ground,Krefeld,Germany,bat,Jersey,1444535
Italy,Jersey,female,2024,2024/07/27,Bayer Uerdingen Cricket Ground,Krefeld,Italy,bat,Italy,1444536
Germany,Italy,female,2024,2024/07/28,Bayer Uerdingen Cricket Ground,Krefeld,Italy,field,Italy,1444537
Scotland,Papua New Guinea,female,2024,2024/08/15,"VRA Ground, Amstelveen",Amstelveen,Scotland,bat,Scotland,1444550
Scotland,Netherlands,female,2024,2024/08/16,"VRA Ground, Amstelveen",Amstelveen,Netherlands,field,Scotland,1444551
Italy,Germany,female,2024,2024/07/28,Bayer Uerdingen Cricket Ground,Krefeld,Italy,bat,Italy,1444669
Croatia,Spain,male,2024,2024/08/02,"Mladost Cricket Ground, Zagreb",Zagreb,Spain,field,Spain,1444947
Croatia,Spain,male,2024,2024/08/03,"Mladost Cricket Ground, Zagreb",Zagreb,Spain,field,Spain,1444948
Croatia,Spain,male,2024,2024/08/03,"Mladost Cricket Ground, Zagreb",Zagreb,Spain,field,Spain,1444949
Spain,Croatia,male,2024,2024/08/04,"Mladost Cricket Ground, Zagreb",Zagreb,Croatia,field,Spain,1444950
Spain,Croatia,male,2024,2024/08/04,"Mladost Cricket Ground, Zagreb",Zagreb,Croatia,field,Spain,1444951
Vanuatu,Cook Islands,male,2024,2024/08/17,"Faleata Oval No 2, Apia",Apia,Cook Islands,field,Cook Islands,1444952
Fiji,Samoa,male,2024,2024/08/17,"Faleata Oval No 2, Apia",Apia,Fiji,bat,Samoa,1444953
Samoa,Cook Islands,male,2024,2024/08/19,"Faleata Oval No 2, Apia",Apia,Cook Islands,field,Cook Islands,1444954
Vanuatu,Fiji,male,2024,2024/08/19,"Faleata Oval No 2, Apia",Apia,Fiji,field,Vanuatu,1444955
Samoa,Vanuatu,male,2024,2024/08/20,"Faleata Oval No 2, Apia",Apia,Samoa,bat,Samoa,1444956
Fiji,Cook Islands,male,2024,2024/08/20,"Faleata Oval No 2, Apia",Apia,Cook Islands,field,Fiji,1444957
Samoa,Fiji,male,2024,2024/08/21,"Faleata Oval No 2, Apia",Apia,Fiji,field,Samoa,1444958
Vanuatu,Cook Islands,male,2024,2024/08/21,"Faleata Oval No 2, Apia",Apia,Cook Islands,field,Cook Islands,1444959
Vanuatu,Fiji,male,2024,2024/08/23,"Faleata Oval No 2, Apia",Apia,Vanuatu,bat,Fiji,1444960
Samoa,Cook Islands,male,2024,2024/08/23,"Faleata Oval No 2, Apia",Apia,Samoa,bat,Cook Islands,1444961
Fiji,Cook Islands,male,2024,2024/08/24,"Faleata Oval No 2, Apia",Apia,Cook Islands,field,Fiji,1444962
Samoa,Vanuatu,male,2024,2024/08/24,"Faleata Oval No 2, Apia",Apia,Samoa,bat,Samoa,1444963
Denmark,Norway,female,2024,2024/08/11,"Ekeberg Cricket Ground 1, Oslo",Oslo,Denmark,bat,Denmark,1445485
Norway,Guernsey,female,2024,2024/08/11,"Ekeberg Cricket Ground 1, Oslo",Oslo,Guernsey,field,Guernsey,1445489
Norway,Estonia,female,2024,2024/08/10,"Ekeberg Cricket Ground 1, Oslo",Oslo,Estonia,field,Norway,1445491
Estonia,Denmark,female,2024,2024/08/11,"Ekeberg Cricket Ground 2, Oslo",Oslo,Denmark,field,Denmark,1445493
Canada,Netherlands,male,2024,2024/08/23,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Canada,bat,Netherlands,1446761
Netherlands,United States of America,male,2024,2024/08/25,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,United States of America,field,Netherlands,1446763
Canada,Netherlands,male,2024,2024/08/26,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Netherlands,field,Canada,1446764
United States of America,Canada,male,2024,2024/08/27,"Sportpark Westvliet, The Hague",The Hague,United States of America,bat,United States of America,1446765
Netherlands,United States of America,male,2024,2024/08/28,"Sportpark Westvliet, The Hague",The Hague,Netherlands,bat,Netherlands,1446766
Hong Kong,Kuwait,male,2024,2024/08/21,"Selangor Turf Club, Kuala Lumpur",Kuala Lumpur,Kuwait,field,Kuwait,1446771
Kuwait,Malaysia,male,2024,2024/08/22,"Selangor Turf Club, Kuala Lumpur",Kuala Lumpur,Malaysia,field,Malaysia,1446772
Malaysia,Hong Kong,male,2024,2024/08/23,"Selangor Turf Club, Kuala Lumpur",Kuala Lumpur,Hong Kong,field,Hong Kong,1446773
Hong Kong,Kuwait,male,2024,2024/08/24,"Selangor Turf Club, Kuala Lumpur",Kuala Lumpur,Kuwait,field,Kuwait,1446774
Kuwait,Malaysia,male,2024,2024/08/25,"Selangor Turf Club, Kuala Lumpur",Kuala Lumpur,Malaysia,field,Kuwait,1446775
Hong Kong,Malaysia,male,2024,2024/08/26,"Selangor Turf Club, Kuala Lumpur",Kuala Lumpur,Malaysia,field,Hong Kong,1446776
Hong Kong,Kuwait,male,2024,2024/08/27,"Selangor Turf Club, Kuala Lumpur",Kuala Lumpur,Kuwait,field,Kuwait,1446777
Malaysia,Maldives,male,2024,2024/08/30,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Maldives,field,Malaysia,1447477
Myanmar,Hong Kong,male,2024,2024/08/30,"YSD-UKM Cricket Oval, Bangi",Bangi,Hong Kong,field,Hong Kong,1447478
Kuwait,Mongolia,male,2024,2024/08/30,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Mongolia,field,Kuwait,1447479
Singapore,Maldives,male,2024,2024/08/31,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Singapore,bat,Singapore,1447480
Myanmar,Malaysia,male,2024,2024/08/31,"YSD-UKM Cricket Oval, Bangi",Bangi,Malaysia,field,Malaysia,1447481
Mongolia,Hong Kong,male,2024,2024/08/31,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Hong Kong,field,Hong Kong,1447482
Hong Kong,Singapore,male,2024,2024/09/02,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Singapore,field,Hong Kong,1447483
Kuwait,Maldives,male,2024,2024/09/02,"YSD-UKM Cricket Oval, Bangi",Bangi,Maldives,field,Kuwait,1447484
Myanmar,Mongolia,male,2024,2024/09/02,"YSD-UKM Cricket Oval, Bangi",Bangi,Mongolia,field,Myanmar,1447485
Maldives,Hong Kong,male,2024,2024/09/03,"YSD-UKM Cricket Oval, Bangi",Bangi,Hong Kong,field,Hong Kong,1447486
Myanmar,Kuwait,male,2024,2024/09/03,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Kuwait,field,Kuwait,1447487
Malaysia,Singapore,male,2024,2024/09/03,"YSD-UKM Cricket Oval, Bangi",Bangi,Malaysia,bat,Malaysia,1447488
Malaysia,Kuwait,male,2024,2024/09/05,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Kuwait,field,Kuwait,1447489
Mongolia,Singapore,male,2024,2024/09/05,"YSD-UKM Cricket Oval, Bangi",Bangi,Singapore,field,Singapore,1447490
Myanmar,Maldives,male,2024,2024/09/05,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Myanmar,bat,Maldives,1447491
Maldives,Mongolia,male,2024,2024/09/06,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Maldives,bat,Maldives,1447492
Kuwait,Singapore,male,2024,2024/09/06,"YSD-UKM Cricket Oval, Bangi",Bangi,Singapore,field,Singapore,1447493
Malaysia,Hong Kong,male,2024,2024/09/07,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Hong Kong,field,Malaysia,1447494
Myanmar,Singapore,male,2024,2024/09/09,"Bayuemas Oval, Kuala Lumpur",Kuala Lumpur,Singapore,field,Singapore,1447495
Mongolia,Malaysia,male,2024,2024/09/09,"YSD-UKM Cricket Oval, Bangi",Bangi,Malaysia,field,Malaysia,1447496
Malta,Isle of Man,female,2024,2024/08/21,Marsa Sports Club,Marsa,Isle of Man,field,Isle of Man,1447543
Isle of Man,Greece,female,2024,2024/08/24,Marsa Sports Club,Marsa,Greece,field,Isle of Man,1447550
Greece,Serbia,female,2024,2024/08/25,Marsa Sports Club,Marsa,Serbia,field,Greece,1447551
Greece,Isle of Man,female,2024,2024/08/25,Marsa Sports Club,Marsa,Isle of Man,field,Isle of Man,1447553
South Africa,Pakistan,female,2024,2024/09/16,Multan Cricket Stadium,Multan,Pakistan,field,South Africa,1449011
Pakistan,South Africa,female,2024,2024/09/18,Multan Cricket Stadium,Multan,South Africa,field,Pakistan,1449012
Pakistan,South Africa,female,2024,2024/09/20,Multan Cricket Stadium,Multan,South Africa,field,South Africa,1449013
Namibia,United Arab Emirates,female,2024,2024/09/06,"Wanderers Cricket Ground, Windhoek",Windhoek,United Arab Emirates,field,United Arab Emirates,1449019
United Arab Emirates,Zimbabwe,female,2024,2024/09/07,"Wanderers Cricket Ground, Windhoek",Windhoek,Zimbabwe,field,Zimbabwe,1449020
Zimbabwe,Namibia,female,2024,2024/09/08,"Wanderers Cricket Ground, Windhoek",Windhoek,Namibia,field,Namibia,1449021
United Arab Emirates,Namibia,female,2024,2024/09/09,"Wanderers Cricket Ground, Windhoek",Windhoek,Namibia,field,United Arab Emirates,1449022
Zimbabwe,United Arab Emirates,female,2024,2024/09/10,"Wanderers Cricket Ground, Windhoek",Windhoek,United Arab Emirates,field,United Arab Emirates,1449023
Zimbabwe,Namibia,female,2024,2024/09/11,"Wanderers Cricket Ground, Windhoek",Windhoek,Namibia,field,Namibia,1449024
Namibia,United Arab Emirates,female,2024,2024/09/12,"Wanderers Cricket Ground, Windhoek",Windhoek,United Arab Emirates,field,United Arab Emirates,1449025
Zimbabwe,United Arab Emirates,female,2024,2024/09/13,"Wanderers Cricket Ground, Windhoek",Windhoek,United Arab Emirates,field,United Arab Emirates,1449026
Namibia,Zimbabwe,female,2024,2024/09/14,"Wanderers Cricket Ground, Windhoek",Windhoek,Zimbabwe,field,Namibia,1449027
Denmark,Norway,female,2024,2024/09/14,Koge Cricket Club,Koge,Denmark,bat,Denmark,1450198
Austria,Luxembourg,female,2024,2024/09/14,Koge Cricket Club 2,Koge,Austria,bat,Austria,1450199
Austria,Denmark,female,2024,2024/09/14,Koge Cricket Club,Koge,Denmark,field,Denmark,1450200
Denmark,Luxembourg,female,2024,2024/09/15,Koge Cricket Club,Koge,Luxembourg,field,Denmark,1450202
Norway,Luxembourg,female,2024,2024/09/15,Koge Cricket Club 2,Koge,Norway,bat,Norway,1450204
Kenya,Rwanda,female,2024,2024/09/10,"Sikh Union Club Ground, Nairobi",Nairobi,Kenya,bat,Kenya,1450462
Rwanda,Kenya,female,2024,2024/09/11,"Sikh Union Club Ground, Nairobi",Nairobi,Rwanda,bat,Rwanda,1450463
Kenya,Rwanda,female,2024,2024/09/11,"Sikh Union Club Ground, Nairobi",Nairobi,Kenya,bat,Rwanda,1450464
Kenya,Rwanda,female,2024,2024/09/13,"Sikh Union Club Ground, Nairobi",Nairobi,Kenya,bat,Rwanda,1450465
Rwanda,Kenya,female,2024,2024/09/14,"Sikh Union Club Ground, Nairobi",Nairobi,Rwanda,bat,Rwanda,1450466
